Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
169,0.0001,1.7247170968489214,0.4704242879447858,1.9240935299131605,0.4299360169304742
170,0.0001,1.7190076526531504,0.47232313294056033,1.9149278243382772,0.4311375094784631
171,0.0001,1.7169735052368857,0.47169333979610567,1.9123503658506604,0.43225808408525257
172,0.0001,1.7171463601845356,0.47183916797815273,1.903325629234314,0.43474889000256856
173,0.0001,1.7082098323451587,0.4737374287498884,1.9031575467851427,0.4343501064512465
174,0.0001,1.706509151241996,0.47393701748907074,1.9277856508890787,0.4308374954594506
175,0.0001,1.7006490471934483,0.4760164028603183,1.9102967341740926,0.4332525438732571
176,0.0001,1.701203253643572,0.47570934386785363,1.9071300427118938,0.4327966696686215
177,0.0001,1.6977242655005336,0.47665585417392825,1.915891128116184,0.4316451072692871
178,0.0001,1.7003857798812803,0.4750840884348578,1.8986454301410252,0.4355179674095578
179,0.0001,1.6981015077307204,0.4770439262232505,1.891636398103502,0.4387824237346649
180,0.0001,1.7058453224907237,0.4750561639050807,1.915748291545444,0.4323842962582906
181,0.0001,1.6843526412632839,0.47897996242381324,1.9224080191718207,0.4313120769129859
182,0.0001,1.6912747818576404,0.478028150506256,1.9084193468093873,0.43358651796976727
183,0.0001,1.6894840085801999,0.4792358903599179,1.9096441427866617,0.43439411256048416
184,0.0001,1.678331713045924,0.48102563324053427,1.9000437365637886,0.43691326710912914
185,0.0001,1.6853344790206468,0.47989757149672707,1.896669962671068,0.43691043721305
186,0.0001,1.686683948867577,0.47879124475904733,1.9024471124013265,0.4360993636978997
187,0.0001,1.682731343694955,0.47930322525915037,1.90127960840861,0.4346323159005907
188,0.0001,1.68299939957532,0.4797778811829149,1.8972399420208401,0.43549919658237035
189,0.0001,1.6838020519776777,0.48011676536118686,1.9109381172392104,0.43376266956329346
190,0.0001,1.6794962469211294,0.4810826187291421,1.9088231298658582,0.433368374241723
191,0.0001,1.6728210000952413,0.48212006922103157,1.8944794257481894,0.43693536188867355
192,0.0001,1.6813738124429687,0.48119885591436024,1.9248337904612223,0.4311559120814005
